MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924784,4.7680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.0520000,-0.2206120,0.3941722,-4.7689590
MsgID.LOCAL_VELOCITY,59.0520000,0.0020273,-0.0018416,0.0083524
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924793,4.7750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,59.3020000,-0.1196248,0.3475465,-4.7756968
MsgID.LOCAL_VELOCITY,59.3020000,0.0137103,0.0002422,0.0180320
MsgID.GLOBAL_POSITION,0.0000000,-122.3974476,37.7924788,4.7810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,59.5520000,-0.1834304,0.5091283,-4.7814231
MsgID.LOCAL_VELOCITY,59.5520000,0.0142413,0.0045549,0.0297138
MsgID.GLOBAL_POSITION,0.0000000,-122.3974473,37.7924782,4.7850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,59.8020000,-0.2427199,0.5305359,-4.7853484
MsgID.LOCAL_VELOCITY,59.8020000,0.0159340,-0.0050179,0.0199961
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924796,4.7880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0100000,0.0000000
MsgID.LOCAL_POSITION,60.0520000,-0.0882793,0.4466943,-4.7886858
MsgID.LOCAL_VELOCITY,60.0520000,0.0226189,-0.0145211,0.0057507
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924810,4.7910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,60.3020000,0.0647013,0.2375502,-4.7921557
MsgID.LOCAL_VELOCITY,60.3020000,0.0144786,-0.0092917,-0.0159388
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924808,4.7980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,60.5520000,0.0389983,0.3695532,-4.7983623
MsgID.LOCAL_VELOCITY,60.5520000,-0.0065426,0.0072888,-0.0137025
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924789,4.8030000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,-0.0200000
MsgID.LOCAL_POSITION,60.8020000,-0.1771029,0.2602974,-4.8034816
MsgID.LOCAL_VELOCITY,60.8020000,-0.0153643,0.0107195,-0.0209266
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924785,4.8090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,0.0000000
MsgID.LOCAL_POSITION,61.0520000,-0.2164860,0.2618023,-4.8096051
MsgID.LOCAL_VELOCITY,61.0520000,0.0002333,0.0177851,-0.0020296
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924789,4.8170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0200000,0.0100000
MsgID.LOCAL_POSITION,61.3020000,-0.1671527,0.3280737,-4.8174343
MsgID.LOCAL_VELOCITY,61.3020000,0.0158023,0.0216333,0.0111222
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924806,4.8280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0100000,0.0500000
MsgID.LOCAL_POSITION,61.5520000,0.0214117,0.4656510,-4.8287969
MsgID.LOCAL_VELOCITY,61.5520000,0.0164955,0.0165151,0.0535821
MsgID.GLOBAL_POSITION,0.0000000,-122.3974477,37.7924800,4.8340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0800000
MsgID.LOCAL_POSITION,61.8030000,-0.0476501,0.4944775,-4.8346906
MsgID.LOCAL_VELOCITY,61.8030000,0.0010671,0.0031958,0.0853885
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924792,4.8390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,62.0530000,-0.1340626,0.3475684,-4.8397818
MsgID.LOCAL_VELOCITY,62.0530000,-0.0052471,-0.0051415,0.0947705
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924798,4.8380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,62.3030000,-0.0670350,0.3799852,-4.8389530
MsgID.LOCAL_VELOCITY,62.3030000,0.0028781,0.0009349,0.1003841
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924800,4.8360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0500000
MsgID.LOCAL_POSITION,62.5530000,-0.0489670,0.3832994,-4.8369365
MsgID.LOCAL_VELOCITY,62.5530000,0.0028902,0.0036318,0.0507047
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924790,4.8360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.8030000,-0.1535918,0.3542391,-4.8363824
MsgID.LOCAL_VELOCITY,62.8030000,-0.0020198,0.0043642,-0.0037273
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924795,4.8340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0500000
MsgID.LOCAL_POSITION,63.0530000,-0.1058526,0.4201071,-4.8342433
MsgID.LOCAL_VELOCITY,63.0530000,0.0038015,0.0062870,-0.0580363
MsgID.GLOBAL_POSITION,0.0000000,-122.3974472,37.7924812,4.8290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1100000
MsgID.LOCAL_POSITION,63.3030000,0.0913867,0.5344056,-4.8290915
MsgID.LOCAL_VELOCITY,63.3030000,0.0066624,0.0015466,-0.1145494
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924815,4.8290000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1800000
MsgID.LOCAL_POSITION,63.5530000,0.1157814,0.3586286,-4.8296456
MsgID.LOCAL_VELOCITY,63.5530000,-0.0113275,-0.0080099,-0.1818969
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924808,4.8340000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.2100000
MsgID.LOCAL_POSITION,63.8030000,0.0392782,0.3914042,-4.8343043
MsgID.LOCAL_VELOCITY,63.8030000,-0.0258796,-0.0024394,-0.2131500
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924792,4.8370000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.2000000
MsgID.LOCAL_POSITION,64.0530000,-0.1397302,0.2483063,-4.8371968
MsgID.LOCAL_VELOCITY,64.0530000,-0.0226298,0.0025425,-0.2029813
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924800,4.8430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.1900000
MsgID.LOCAL_POSITION,64.3040000,-0.0453615,0.2359093,-4.8438063
MsgID.LOCAL_VELOCITY,64.3040000,-0.0058388,0.0140755,-0.1933320
MsgID.GLOBAL_POSITION,0.0000000,-122.3974478,37.7924801,4.8550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,-0.1500000
MsgID.LOCAL_POSITION,64.5540000,-0.0317358,0.4885270,-4.8552723
MsgID.LOCAL_VELOCITY,64.5540000,-0.0019213,0.0202639,-0.1540299
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924798,4.8670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,64.8050000,-0.0636855,0.4187559,-4.8672843
MsgID.LOCAL_VELOCITY,64.8050000,-0.0058948,0.0058081,-0.0743711
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924798,4.8800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,65.0550000,-0.0702217,0.2634548,-4.8811026
MsgID.LOCAL_VELOCITY,65.0550000,-0.0040915,0.0004276,0.0145221
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924787,4.8940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,65.3050000,-0.1872344,0.3854406,-4.8946671
MsgID.LOCAL_VELOCITY,65.3050000,-0.0010334,0.0098933,0.1042116
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924796,4.9030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,65.5550000,-0.0859036,0.3985932,-4.9038730
MsgID.LOCAL_VELOCITY,65.5550000,0.0080911,0.0081435,0.1925259
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924810,4.9060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.2300000
MsgID.LOCAL_POSITION,65.8050000,0.0632980,0.3919172,-4.9067459
MsgID.LOCAL_VELOCITY,65.8050000,0.0076200,0.0044750,0.2291355
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924798,4.9040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.2300000
MsgID.LOCAL_POSITION,66.0550000,-0.0730156,0.3501561,-4.9044495
MsgID.LOCAL_VELOCITY,66.0550000,-0.0082224,0.0040334,0.2302971
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924809,4.9000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1600000
MsgID.LOCAL_POSITION,66.3050000,0.0569348,0.3939615,-4.9004807
MsgID.LOCAL_VELOCITY,66.3050000,-0.0086449,0.0066688,0.1646581
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924809,4.8950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.1000000
MsgID.LOCAL_POSITION,66.5550000,0.0566345,0.4040614,-4.8949618
MsgID.LOCAL_VELOCITY,66.5550000,-0.0120333,0.0049909,0.0997456
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924808,4.8880000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0200000
MsgID.LOCAL_POSITION,66.8050000,0.0410814,0.4049292,-4.8886294
MsgID.LOCAL_VELOCITY,66.8050000,-0.0194933,0.0028689,0.0251248
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924804,4.8830000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.0500000
MsgID.LOCAL_POSITION,67.0550000,-0.0009190,0.4054622,-4.8831744
MsgID.LOCAL_VELOCITY,67.0550000,-0.0205318,0.0014423,-0.0552411
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924797,4.8820000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1100000
MsgID.LOCAL_POSITION,67.3050000,-0.0752701,0.4061483,-4.8821592
MsgID.LOCAL_VELOCITY,67.3050000,-0.0169127,0.0001961,-0.1134145
MsgID.GLOBAL_POSITION,0.0000000,-122.3974475,37.7924795,4.8840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1400000
MsgID.LOCAL_POSITION,67.5550000,-0.0992469,0.5107605,-4.8848662
MsgID.LOCAL_VELOCITY,67.5550000,-0.0078726,-0.0006814,-0.1478736
MsgID.GLOBAL_POSITION,0.0000000,-122.3974475,37.7924785,4.8920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1200000
MsgID.LOCAL_POSITION,67.8050000,-0.2165539,0.5145851,-4.8921738
MsgID.LOCAL_VELOCITY,67.8050000,0.0001147,-0.0085274,-0.1263308
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924798,4.8960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,-0.1000000
MsgID.LOCAL_POSITION,68.0550000,-0.0665916,0.4190784,-4.8967619
MsgID.LOCAL_VELOCITY,68.0550000,0.0110718,-0.0136584,-0.1074871
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924807,4.9040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,68.3060000,0.0298885,0.4724922,-4.9044313
MsgID.LOCAL_VELOCITY,68.3060000,0.0078807,-0.0092717,-0.0660464
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924786,4.9120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,68.5560000,-0.2092540,0.3254676,-4.9128380
MsgID.LOCAL_VELOCITY,68.5560000,-0.0061555,-0.0081217,-0.0275325
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924782,4.9200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,68.8060000,-0.2450005,0.2614886,-4.9204025
MsgID.LOCAL_VELOCITY,68.8060000,0.0053760,0.0018415,0.0188366
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924800,4.9200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0100000,0.0500000
MsgID.LOCAL_POSITION,69.0560000,-0.0429845,0.4225914,-4.9204249
MsgID.LOCAL_VELOCITY,69.0560000,0.0210445,0.0119061,0.0554875
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924803,4.9180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,69.3060000,-0.0185422,0.4078443,-4.9182253
MsgID.LOCAL_VELOCITY,69.3060000,0.0108760,0.0056554,0.0500661
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924801,4.9140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,69.5560000,-0.0338142,0.4006873,-4.9148526
MsgID.LOCAL_VELOCITY,69.5560000,-0.0036403,0.0017419,0.0128417
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924790,4.9140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,69.8060000,-0.1585072,0.4006415,-4.9140902
MsgID.LOCAL_VELOCITY,69.8060000,-0.0049457,0.0000242,-0.0281406
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924786,4.9110000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,70.0560000,-0.2052629,0.4007217,-4.9115486
MsgID.LOCAL_VELOCITY,70.0560000,0.0043162,0.0000287,-0.0690505
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924797,4.9090000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,70.3060000,-0.0774592,0.4009995,-4.9098058
MsgID.LOCAL_VELOCITY,70.3060000,0.0159328,0.0009698,-0.1095236
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924798,4.9120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.1300000
MsgID.LOCAL_POSITION,70.5560000,-0.0673482,0.4018104,-4.9120569
MsgID.LOCAL_VELOCITY,70.5560000,0.0099287,0.0010776,-0.1374683
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924798,4.9160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1200000
MsgID.LOCAL_POSITION,70.8060000,-0.0658787,0.3510678,-4.9162412
MsgID.LOCAL_VELOCITY,70.8060000,0.0018689,0.0009409,-0.1241918
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924798,4.9200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1200000
MsgID.LOCAL_POSITION,71.0560000,-0.0657125,0.3553512,-4.9203868
MsgID.LOCAL_VELOCITY,71.0560000,0.0004288,0.0045772,-0.1216442
MsgID.GLOBAL_POSITION,0.0000000,-122.3974471,37.7924797,4.9240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,71.3060000,-0.0830031,0.5456444,-4.9241910
MsgID.LOCAL_VELOCITY,71.3060000,0.0003885,0.0049398,-0.1078921
MsgID.GLOBAL_POSITION,0.0000000,-122.3974469,37.7924791,4.9280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,71.5570000,-0.1501319,0.5615122,-4.9280744
MsgID.LOCAL_VELOCITY,71.5570000,0.0013524,-0.0089048,-0.0771254
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924795,4.9280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0600000
MsgID.LOCAL_POSITION,71.8070000,-0.0958892,0.4664573,-4.9283609
MsgID.LOCAL_VELOCITY,71.8070000,0.0072705,-0.0189915,-0.0611219
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924811,4.9310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-0.0700000
MsgID.LOCAL_POSITION,72.0570000,0.0744151,0.2567011,-4.9318771
MsgID.LOCAL_VELOCITY,72.0570000,0.0063477,-0.0137567,-0.0705535
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924806,4.9350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0500000
MsgID.LOCAL_POSITION,72.3070000,0.0131091,0.2325979,-4.9351025
MsgID.LOCAL_VELOCITY,72.3070000,-0.0086506,0.0053301,-0.0522817
MsgID.GLOBAL_POSITION,0.0000000,-122.3974496,37.7924791,4.9350000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,-0.0400000
MsgID.LOCAL_POSITION,72.5570000,-0.1516763,0.3289812,-4.9351492
MsgID.LOCAL_VELOCITY,72.5570000,-0.0144941,0.0189276,-0.0439421
MsgID.GLOBAL_POSITION,0.0000000,-122.3974476,37.7924787,4.9380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-0.0300000
MsgID.LOCAL_POSITION,72.8070000,-0.1941518,0.5054086,-4.9381933
MsgID.LOCAL_VELOCITY,72.8070000,-0.0009069,0.0162870,-0.0335823
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974486,37.7924806,4.9390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,73.0570000,0.0185791,0.4155763,-4.9394512
MsgID.LOCAL_VELOCITY,73.0570000,0.0115367,0.0006616,-0.0234053
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924809,4.9440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,73.3070000,0.0539234,0.3883431,-4.9449949
MsgID.LOCAL_VELOCITY,73.3070000,0.0003727,-0.0022120,-0.0202713
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924796,4.9500000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,73.5570000,-0.0935779,0.4037142,-4.9508915
MsgID.LOCAL_VELOCITY,73.5570000,-0.0136785,0.0003447,0.0350699
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7924787,4.9530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,73.8070000,-0.1945892,0.4395105,-4.9539695
MsgID.LOCAL_VELOCITY,73.8070000,-0.0067608,0.0008790,0.0447770
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974473,37.7924804,4.9590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0800000
MsgID.LOCAL_POSITION,74.0570000,0.0046919,0.5316601,-4.9593258
MsgID.LOCAL_VELOCITY,74.0570000,0.0077705,-0.0036109,0.0855816
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924809,4.9600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.1000000
MsgID.LOCAL_POSITION,74.3070000,0.0581109,0.3178322,-4.9609165
MsgID.LOCAL_VELOCITY,74.3070000,0.0007391,-0.0105750,0.1010595
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924803,4.9600000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,74.5570000,-0.0096247,0.2408152,-4.9609509
MsgID.LOCAL_VELOCITY,74.5570000,-0.0144247,0.0003198,0.1129799
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924786,4.9620000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,0.0900000
MsgID.LOCAL_POSITION,74.8100000,-0.2057074,0.2689958,-4.9622374
MsgID.LOCAL_VELOCITY,74.8100000,-0.0139360,0.0157391,0.0973379
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924796,4.9610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,0.0900000
MsgID.LOCAL_POSITION,75.0610000,-0.0903132,0.4322667,-4.9611397
MsgID.LOCAL_VELOCITY,75.0610000,0.0038041,0.0201543,0.0966265
MsgID.GLOBAL_POSITION,0.0000000,-122.3974486,37.7924807,4.9580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0600000
MsgID.LOCAL_POSITION,75.3110000,0.0310577,0.4149715,-4.9584808
MsgID.LOCAL_VELOCITY,75.3110000,0.0083644,0.0089570,0.0674030
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924788,4.9570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0300000
MsgID.LOCAL_POSITION,75.5610000,-0.1837474,0.3637356,-4.9570794
MsgID.LOCAL_VELOCITY,75.5610000,-0.0050785,0.0031107,0.0366560
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924786,4.9560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,75.8110000,-0.1973774,0.3963038,-4.9565568
MsgID.LOCAL_VELOCITY,75.8110000,0.0033527,0.0044581,0.0114394
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974486,37.7924782,4.9560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.0610000,-0.2522680,0.4176367,-4.9567924
MsgID.LOCAL_VELOCITY,76.0610000,0.0174614,0.0034539,0.0021285
MsgID.GLOBAL_POSITION,0.0000000,-122.3974472,37.7924784,4.9570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.3110000,-0.2199244,0.5363961,-4.9575648
MsgID.LOCAL_VELOCITY,76.3110000,0.0245164,0.0000775,-0.0067528
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924795,4.9590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.5610000,-0.1014086,0.4238177,-4.9598832
MsgID.LOCAL_VELOCITY,76.5610000,0.0252770,-0.0097688,-0.0064518
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924807,4.9590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,76.8110000,0.0308224,0.2927414,-4.9594865
MsgID.LOCAL_VELOCITY,76.8110000,0.0152340,-0.0065704,0.0008071
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974472,37.7924815,4.9610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,77.0610000,0.1248646,0.5372367,-4.9614129
MsgID.LOCAL_VELOCITY,77.0610000,-0.0028245,0.0039554,-0.0173448
MsgID.GLOBAL_POSITION,0.0000000,-122.3974466,37.7924801,4.9640000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,77.3110000,-0.0335111,0.5933836,-4.9643469
MsgID.LOCAL_VELOCITY,77.3110000,-0.0192427,-0.0079393,-0.0076127
MsgID.GLOBAL_POSITION,0.0000000,-122.3974476,37.7924805,4.9640000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0200000,0.0000000
MsgID.LOCAL_POSITION,77.5610000,0.0064190,0.5006880,-4.9645724
MsgID.LOCAL_VELOCITY,77.5610000,-0.0166535,-0.0206484,-0.0071328
MsgID.GLOBAL_POSITION,0.0000000,-122.3974478,37.7924806,4.9640000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0200000,0.0000000
